Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCF_040284385.1	ASM4028438v1	Xanthomonas citri pv. malvacearum		Xcm TX9					GCF_040284385.1-RS_2024_06_25	Complete Genome	2024-06-25		4							PacBio Sequel	98.98	0.28
GCA_020525465.1	ASM2052546v1	Xanthomonas citri pv. mangiferaeindicae		GZ09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-10-19		1							Nanopore	97.86	0.01
GCF_020525465.1	ASM2052546v1	Xanthomonas citri pv. mangiferaeindicae		GZ09					GCF_020525465.1-RS_2024_05_12	Complete Genome	2021-10-19		1							Nanopore	97.86	0.01
GCA_020544545.1	ASM2054454v1	Xanthomonas citri pv. mangiferaeindicae		GXG07					Annotation submitted by Guangxi Universtiy	Complete Genome	2021-10-25		3							PacBio Sequel	97.86	
GCF_020544545.1	ASM2054454v1	Xanthomonas citri pv. mangiferaeindicae		GXG07					GCF_020544545.1-RS_2024_05_12	Complete Genome	2021-10-25		3							PacBio Sequel	97.86	
GCA_004000475.1	ASM400047v1	Xanthomonas citri pv. fuscans		ISO118C5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-01-08		2							Illumina; PacBio	97.73	0.31
GCF_004000475.1	ASM400047v1	Xanthomonas citri pv. fuscans		ISO118C5					GCF_004000475.1-RS_2024_05_06	Complete Genome	2019-01-08		2							Illumina; PacBio	97.73	0.31
GCA_003999485.1	ASM399948v1	Xanthomonas citri pv. fuscans		ISO118C1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-01-08		2							Illumina; PacBio	97.73	0.31
GCF_003999485.1	ASM399948v1	Xanthomonas citri pv. fuscans		ISO118C1					GCF_003999485.1-RS_2024_05_06	Complete Genome	2019-01-08		2							Illumina; PacBio	97.73	0.31
GCA_003999505.1	ASM399950v1	Xanthomonas citri pv. fuscans		ISO12C3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-01-08		2							Illumina; PacBio	97.73	0.31
GCF_003999505.1	ASM399950v1	Xanthomonas citri pv. fuscans		ISO12C3					GCF_003999505.1-RS_2024_05_06	Complete Genome	2019-01-08		2							Illumina; PacBio	97.73	0.31
GCA_018831385.1	ASM1883138v1	Xanthomonas citri pv. fuscans		PR8F					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-10		3							PacBio	97.91	0.31
GCF_018831385.1	ASM1883138v1	Xanthomonas citri pv. fuscans		PR8F					GCF_018831385.1-RS_2024_05_06	Complete Genome	2021-06-10		3							PacBio	97.91	0.31
GCA_018831325.1	ASM1883132v1	Xanthomonas citri pv. fuscans		FH61					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-10		3							PacBio	97.85	0.25
GCF_018831325.1	ASM1883132v1	Xanthomonas citri pv. fuscans		FH61					GCF_018831325.1-RS_2024_05_12	Complete Genome	2021-06-10		3							PacBio	97.85	0.25
GCA_025987665.1	ASM2598766v1	Xanthomonas citri pv. fuscans		BRM48906					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-03		3							PacBio Sequel	99.08	0.57
GCF_025987665.1	ASM2598766v1	Xanthomonas citri pv. fuscans		BRM48906					GCF_025987665.1-RS_2024_05_12	Complete Genome	2022-11-03		3							PacBio Sequel	99.08	0.57
GCA_006228425.1	ASM622842v1	Xanthomonas citri pv. punicae		LMG7439					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-06-11		2							Nanopore; Illumina MiSeq	98.59	0.37
GCF_006228425.1	ASM622842v1	Xanthomonas citri pv. punicae		LMG7439					GCF_006228425.1-RS_2024_05_06	Complete Genome	2019-06-11		2							Nanopore; Illumina MiSeq	98.59	0.37
GCA_025987645.1	ASM2598764v1	Xanthomonas citri pv. fuscans		LNPV 30.30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-03		2							PacBio Sequel	99.58	0.25
GCF_025987645.1	ASM2598764v1	Xanthomonas citri pv. fuscans		LNPV 30.30					GCF_025987645.1-RS_2024_05_12	Complete Genome	2022-11-03		2							PacBio Sequel	99.58	0.25
GCA_025987705.1	ASM2598770v1	Xanthomonas citri pv. fuscans		CFBP 6533					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-03		2							PacBio Sequel	99.12	0.25
GCF_025987705.1	ASM2598770v1	Xanthomonas citri pv. fuscans		CFBP 6533					GCF_025987705.1-RS_2024_05_06	Complete Genome	2022-11-03		2							PacBio Sequel	99.12	0.25
GCA_040202995.2	NCPPB381v2_ONT	Xanthomonas citri pv. fuscans		WHRI 10261					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-30		2							Illumina NovaSeq; Oxford Nanopore PromethION	97.94	1.5
GCF_040202995.2	NCPPB381v2_ONT	Xanthomonas citri pv. fuscans		WHRI 10261					GCF_040202995.2-RS_2024_08_31	Complete Genome	2024-08-31		2							Illumina NovaSeq; Oxford Nanopore PromethION	97.94	1.5
GCA_018831285.1	ASM1883128v1	Xanthomonas citri pv. fuscans		M12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-10		3							PacBio	98.15	0.31
GCF_018831285.1	ASM1883128v1	Xanthomonas citri pv. fuscans		M12					GCF_018831285.1-RS_2024_05_06	Complete Genome	2021-06-10		3							PacBio	98.15	0.31
GCA_040202945.2	ASM4020294v2	Xanthomonas citri pv. fuscans		WHRI 10263					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-28		3							Illumina NovaSeq; Oxford Nanopore PromethION	99.26	0.59
GCF_040202945.2	ASM4020294v2	Xanthomonas citri pv. fuscans		WHRI 10263					GCF_040202945.2-RS_2024_08_29	Complete Genome	2024-08-29		3							Illumina NovaSeq; Oxford Nanopore PromethION	99.26	0.59
GCA_017742815.1	ASM1774281v1	Xanthomonas citri pv. fuscans		6165R(delta)tal22B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-04		2							PacBio	98.4	0.25
GCF_017742815.1	ASM1774281v1	Xanthomonas citri pv. fuscans		6165R(delta)tal22B					GCF_017742815.1-RS_2024_05_12	Complete Genome	2021-04-04		2							PacBio	98.4	0.25
GCA_000969685.1	ASM96968v1	Xanthomonas citri pv. fuscans		4834-R					Annotation submitted by FNX (French Network on xanthomonads)	Complete Genome	2013-10-11		4								97.38	0.06
GCF_000969685.2	ASM96968v1	Xanthomonas citri pv. fuscans		4834-R					GCF_000969685.2-RS_2024_05_05	Complete Genome	2013-10-11		4								97.38	0.06
GCA_000007165.1	ASM716v1	Xanthomonas citri pv. citri str. 306		306					Annotation submitted by Sao Paulo state (Brazil) Consortium	Complete Genome	2002-05-29		3								98.86	0.37
GCF_000007165.1	ASM716v1	Xanthomonas citri pv. citri str. 306		306					GCF_000007165.1-RS_2024_05_05	Complete Genome	2002-05-29		3								98.86	0.37
GCA_040142795.1	CCRMTAQ13.2.0	Xanthomonas citri pv. anacardii		CCRMTAQ13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-06-12		1							Oxford Nanopore MinION	97.52	0.46
GCF_040142795.1	CCRMTAQ13.2.0	Xanthomonas citri pv. anacardii		CCRMTAQ13					GCF_040142795.1-RS_2024_06_12	Complete Genome	2024-06-13		1							Oxford Nanopore MinION	97.52	0.46
GCA_002163775.1	ASM216377v1	Xanthomonas citri pv. glycines str. 12-2		12-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-06-02		3							Pacific Biosciences	99.54	0.46
GCF_002163775.1	ASM216377v1	Xanthomonas citri pv. glycines str. 12-2		12-2					GCF_002163775.1-RS_2024_05_05	Complete Genome	2017-06-02		3							Pacific Biosciences	99.54	0.46
GCA_001854145.2	ASM185414v2	Xanthomonas citri pv. glycines str. 8ra		8ra					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-11-28		2							PacBio	99.1	0.71
GCF_001854145.2	ASM185414v2	Xanthomonas citri pv. glycines str. 8ra		8ra					GCF_001854145.2-RS_2024_05_06	Complete Genome	2018-11-28		2							PacBio	99.1	0.71
GCA_017723855.1	ASM1772385v1	Xanthomonas citri pv. glycines CFBP 2526		CFBP 2526					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-03		2							PacBio RSII; Illumina HiSeq	99.6	0.71
GCF_017723855.1	ASM1772385v1	Xanthomonas citri pv. glycines CFBP 2526		CFBP 2526					GCF_017723855.1-RS_2024_05_06	Complete Genome	2021-04-03		2							PacBio RSII; Illumina HiSeq	99.6	0.71
GCA_002218245.1	ASM221824v1	Xanthomonas citri pv. vignicola		CFBP7111					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-07-13		4							PacBio	99.06	0.93
GCF_002218245.1	ASM221824v1	Xanthomonas citri pv. vignicola		CFBP7111					GCF_002218245.1-RS_2024_05_05	Complete Genome	2017-07-13		4							PacBio	99.06	0.93
GCA_002019265.2	ASM201926v2	Xanthomonas citri pv. durantae		LMG696					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-08-24		5							Oxford Nanopore MinION; Illumina MiSeq	98.44	0.83
GCF_002019265.2	ASM201926v2	Xanthomonas citri pv. durantae		LMG696					GCF_002019265.2-RS_2024_05_06	Complete Genome	2022-08-24		5							Oxford Nanopore MinION; Illumina MiSeq	98.44	0.83
GCA_000349225.1	ASM34922v1	Xanthomonas citri subsp. citri Aw12879		Aw12879					Annotation submitted by CREC, University of Florida	Complete Genome	2013-03-26		3								98.02	0.5
GCF_000349225.1	ASM34922v1	Xanthomonas citri subsp. citri Aw12879		Aw12879					GCF_000349225.1-RS_2024_05_05	Complete Genome	2013-03-26		3								98.02	0.5
GCA_002759335.2	ASM275933v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6992					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-23		2							PacBio; Illumina HiSeq	99.47	0.53
GCF_002759335.2	ASM275933v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6992					GCF_002759335.2-RS_2024_05_06	Complete Genome	2021-03-23		2							PacBio; Illumina HiSeq	99.47	0.53
GCA_002759375.2	ASM275937v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP7767					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-29		3							PacBio; Illumina HiSeq	98.18	0.1
GCF_002759375.1	ASM275937v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP7767					GCF_002759375.1-RS_2024_05_12	Complete Genome	2021-03-29		3							PacBio; Illumina HiSeq	98.18	0.1
GCA_001610795.1	ASM161079v1	Xanthomonas citri pv. aurantifolii		FDC 1559					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-04-05		3							PacBio	97.16	0.39
GCF_001610795.1	ASM161079v1	Xanthomonas citri pv. aurantifolii		FDC 1559					GCF_001610795.1-RS_2024_05_05	Complete Genome	2016-04-05		3							PacBio	97.16	0.39
GCA_000816885.1	ASM81688v1	Xanthomonas citri subsp. citri A306		A306					Annotation submitted by CREC, University of Florida	Complete Genome	2015-01-09		3							Illumina GA IIx	98.81	0.37
GCF_000816885.1	ASM81688v1	Xanthomonas citri subsp. citri A306		A306					GCF_000816885.1-RS_2024_05_05	Complete Genome	2015-01-09		3							Illumina GA IIx	98.81	0.37
GCA_002759415.2	ASM275941v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6167					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-01		5							PacBio	98.1	0.31
GCF_002759415.2	ASM275941v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6167					GCF_002759415.2-RS_2024_05_06	Complete Genome	2021-04-01		5							PacBio	98.1	0.31
GCA_001610815.1	ASM161081v1	Xanthomonas citri pv. aurantifolii		FDC 1609					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-04-05		4							PacBio	98.19	0.35
GCF_001610815.1	ASM161081v1	Xanthomonas citri pv. aurantifolii		FDC 1609					GCF_001610815.1-RS_2024_05_05	Complete Genome	2016-04-05		4							PacBio	98.19	0.35
GCA_000961175.1	ASM96117v1	Xanthomonas citri subsp. citri UI6		UI6					Annotation submitted by Citrus Research and Education center, Univerisity of Florida	Complete Genome	2015-03-24		3							Illumina CLC	99.19	0.37
GCF_000961175.1	ASM96117v1	Xanthomonas citri subsp. citri UI6		UI6					GCF_000961175.1-RS_2024_05_05	Complete Genome	2015-03-24		3							Illumina CLC	99.19	0.37
GCA_002759175.2	ASM275917v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6994R					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-24		2							PacBio; Illumina HiSeq	99.47	0.6
GCF_002759175.2	ASM275917v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6994R					GCF_002759175.2-RS_2024_05_06	Complete Genome	2021-03-24		2							PacBio; Illumina HiSeq	99.47	0.6
GCA_002218285.1	ASM221828v1	Xanthomonas citri pv. vignicola		CFBP7113					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-07-13		1							PacBio	98.9	0.34
GCF_002218285.1	ASM221828v1	Xanthomonas citri pv. vignicola		CFBP7113					GCF_002218285.1-RS_2024_05_05	Complete Genome	2017-07-13		1							PacBio	98.9	0.34
GCA_002759315.2	ASM275931v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6990					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-24		2							PacBio; Illumina HiSeq	99.63	0.25
GCF_002759315.2	ASM275931v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6990					GCF_002759315.2-RS_2024_05_12	Complete Genome	2021-03-24		2							PacBio; Illumina HiSeq	99.63	0.25
GCA_002759295.2	ASM275929v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6989					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-23		2							PacBio	99.63	0.25
GCF_002759295.2	ASM275929v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6989					GCF_002759295.2-RS_2024_05_12	Complete Genome	2021-03-23		2							PacBio	99.63	0.25
GCA_002759275.2	ASM275927v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6988R					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-22		2							PacBio; Illumina HiSeq	99.63	0.25
GCF_002759275.2	ASM275927v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6988R					GCF_002759275.2-RS_2024_05_06	Complete Genome	2021-03-22		2							PacBio; Illumina HiSeq	99.63	0.25
GCA_002759395.2	ASM275939v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6991					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-23		3							PacBio; Illumina HiSeq	99.63	0.42
GCF_002759395.2	ASM275939v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6991					GCF_002759395.2-RS_2024_05_06	Complete Genome	2021-03-23		3							PacBio; Illumina HiSeq	99.63	0.42
GCA_002759255.3	ASM275925v3	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6975					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-01		4							PacBio	98.4	0.06
GCF_002759255.2	ASM275925v3	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6975					GCF_002759255.2-RS_2024_05_06	Complete Genome	2021-04-01		4							PacBio	98.4	0.06
GCA_002759195.2	ASM275919v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6996R					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-24		2							PacBio; Illumina HiSeq	99.47	0.5
GCF_002759195.2	ASM275919v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6996R					GCF_002759195.2-RS_2024_05_06	Complete Genome	2021-03-24		2							PacBio; Illumina HiSeq	99.47	0.5
GCA_002759215.3	ASM275921v3	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6165					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-01		2							PacBio; Illumina HiSeq	98.65	0.25
GCF_002759215.2	ASM275921v3	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6165					GCF_002759215.2-RS_2024_05_12	Complete Genome	2021-04-01		2							PacBio; Illumina HiSeq	98.65	0.25
GCA_002759235.2	ASM275923v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6166					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-29		5							PacBio; Illumina HiSeq	98.18	0.12
GCF_002759235.2	ASM275923v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP6166					GCF_002759235.2-RS_2024_05_06	Complete Genome	2021-03-29		5							PacBio; Illumina HiSeq	98.18	0.12
GCA_002759355.2	ASM275935v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP4885					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-21		4							PacBio RSII; Illumina; 454	97.43	0.06
GCF_002759355.2	ASM275935v2	Xanthomonas citri pv. phaseoli var. fuscans		CFBP4885					GCF_002759355.2-RS_2024_05_06	Complete Genome	2021-04-21		4							PacBio RSII; Illumina; 454	97.43	0.06
GCA_002079965.1	ASM207996v1	Xanthomonas citri pv. aurantifolii		FDC 1561					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-04-05		2							PacBio	98.14	0.25
GCF_002079965.1	ASM207996v1	Xanthomonas citri pv. aurantifolii		FDC 1561					GCF_002079965.1-RS_2024_05_05	Complete Genome	2017-04-05		2							PacBio	98.14	0.25
GCA_001610915.1	ASM161091v1	Xanthomonas citri pv. aurantifolii		1566					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-04-05		2							PacBio	97.22	0.25
GCF_001610915.1	ASM161091v1	Xanthomonas citri pv. aurantifolii		1566					GCF_001610915.1-RS_2024_05_05	Complete Genome	2016-04-05		2							PacBio	97.22	0.25
GCA_002688625.1	ASM268862v1	Xanthomonas citri pv. anacardii CFBP 2913		CFBP 2913						Chromosome	2017-10-24		1							Illumina HiSeq	99.14	0.58
GCF_002688625.1	ASM268862v1	Xanthomonas citri pv. anacardii CFBP 2913		CFBP 2913					GCF_002688625.1-RS_2024_05_05	Chromosome	2017-10-24		1							Illumina HiSeq	99.14	0.58
GCA_030144425.1	ASM3014442v1	Xanthomonas citri pv. citri		HERB_1852						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144425.1	ASM3014442v1	Xanthomonas citri pv. citri		HERB_1852					GCF_030144425.1-RS_2024_05_06	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144485.1	ASM3014448v1	Xanthomonas citri pv. citri		HERB_1865						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144485.1	ASM3014448v1	Xanthomonas citri pv. citri		HERB_1865					GCF_030144485.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144445.1	ASM3014444v1	Xanthomonas citri pv. citri		HERB_1854						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144445.1	ASM3014444v1	Xanthomonas citri pv. citri		HERB_1854					GCF_030144445.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144585.1	ASM3014458v1	Xanthomonas citri pv. citri		HERB_1946						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144585.1	ASM3014458v1	Xanthomonas citri pv. citri		HERB_1946					GCF_030144585.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144405.1	ASM3014440v1	Xanthomonas citri pv. citri		HERB_1845						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144405.1	ASM3014440v1	Xanthomonas citri pv. citri		HERB_1845					GCF_030144405.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144465.1	ASM3014446v1	Xanthomonas citri pv. citri		HERB_1859						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144465.1	ASM3014446v1	Xanthomonas citri pv. citri		HERB_1859					GCF_030144465.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144605.1	ASM3014460v1	Xanthomonas citri pv. citri		HERB_1963						Chromosome	2023-06-01		1							Illumina	98.61	0.37
GCF_030144605.1	ASM3014460v1	Xanthomonas citri pv. citri		HERB_1963					GCF_030144605.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	98.61	0.37
GCA_030144565.1	ASM3014456v1	Xanthomonas citri pv. citri		HERB_1922						Chromosome	2023-06-01		1							Illumina	99.02	0.37
GCF_030144565.1	ASM3014456v1	Xanthomonas citri pv. citri		HERB_1922					GCF_030144565.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.02	0.37
GCA_030144505.1	ASM3014450v1	Xanthomonas citri pv. citri		HERB_1884						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144505.1	ASM3014450v1	Xanthomonas citri pv. citri		HERB_1884					GCF_030144505.1-RS_2024_05_06	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144545.1	ASM3014454v1	Xanthomonas citri pv. citri		HERB_1915						Chromosome	2023-06-01		1							Illumina	99.06	0.37
GCF_030144545.1	ASM3014454v1	Xanthomonas citri pv. citri		HERB_1915					GCF_030144545.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.06	0.37
GCA_030144525.1	ASM3014452v1	Xanthomonas citri pv. citri		HERB_1911						Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCF_030144525.1	ASM3014452v1	Xanthomonas citri pv. citri		HERB_1911					GCF_030144525.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.19	0.37
GCA_030144625.1	ASM3014462v1	Xanthomonas citri pv. citri		HERB_1974						Chromosome	2023-06-01		1							Illumina	99.06	0.37
GCF_030144625.1	ASM3014462v1	Xanthomonas citri pv. citri		HERB_1974					GCF_030144625.1-RS_2024_05_12	Chromosome	2023-06-01		1							Illumina	99.06	0.37
GCA_040819615.1	Xac-JS584-G1	Xanthomonas citri pv. citri		JS584						Chromosome	2024-07-23		1							Illumina HiSeq	98.23	0.63
GCF_040819615.1	Xac-JS584-G1	Xanthomonas citri pv. citri		JS584					GCF_040819615.1-RS_2024_07_24	Chromosome	2024-07-24		1							Illumina HiSeq	98.23	0.63
GCA_040819625.1	Xac-L20-G1	Xanthomonas citri pv. citri		LE20						Chromosome	2024-07-23		1							Illumina HiSeq	98.69	1
GCF_040819625.1	Xac-L20-G1	Xanthomonas citri pv. citri		LE20					GCF_040819625.1-RS_2024_07_24	Chromosome	2024-07-24		1							Illumina HiSeq	98.69	1
