Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCA_028749625.1	ASM2874962v1	Xanthomonas campestris		CFBP5824					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	97.87	1.12
GCF_028749625.1	ASM2874962v1	Xanthomonas campestris		CFBP5824					GCF_028749625.1-RS_2024_05_12	Complete Genome	2023-02-21		1							PacBio Sequel	97.87	1.12
GCA_030062515.1	ASM3006251v1	Xanthomonas campestris		DX						Complete Genome	2023-05-22		1							Oxford Nanopore PromethION; MGISEQ-2000	99.4	1.21
GCF_030062515.1	ASM3006251v1	Xanthomonas campestris		DX					GCF_030062515.1-RS_2024_05_12	Complete Genome	2023-05-22		1							Oxford Nanopore PromethION; MGISEQ-2000	99.4	1.21
GCA_040194615.2	ASM4019461v2	Xanthomonas campestris		WHRI 3892A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-30		1							Illumina NovaSeq; Oxford Nanopore PromethION	99.37	0.9
GCF_040194615.2	ASM4019461v2	Xanthomonas campestris		WHRI 3892A					GCF_040194615.2-RS_2024_08_31	Complete Genome	2024-08-31		1							Illumina NovaSeq; Oxford Nanopore PromethION	99.37	0.9
GCA_030053615.1	ASM3005361v1	Xanthomonas campestris		GBBC 3077					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-05-21		1							Oxford Nanopore MinION	98.07	1.48
GCF_030053615.1	ASM3005361v1	Xanthomonas campestris		GBBC 3077					GCF_030053615.1-RS_2024_05_12	Complete Genome	2023-05-21		1							Oxford Nanopore MinION	98.07	1.48
GCA_030062465.1	ASM3006246v1	Xanthomonas campestris		JN						Complete Genome	2023-05-22		1							Oxford Nanopore PromethION; MGISEQ-2000	99.34	1.21
GCF_030062465.1	ASM3006246v1	Xanthomonas campestris		JN					GCF_030062465.1-RS_2024_05_12	Complete Genome	2023-05-22		1							Oxford Nanopore PromethION; MGISEQ-2000	99.34	1.21
GCA_014841015.1	ASM1484101v1	Xanthomonas campestris		M28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-10-04		1							Illumina; Oxford Nanopore MinION	96.88	0.93
GCF_014841015.1	ASM1484101v1	Xanthomonas campestris		M28					GCF_014841015.1-RS_2024_05_12	Complete Genome	2020-10-04		1							Illumina; Oxford Nanopore MinION	96.88	0.93
GCA_030062415.1	ASM3006241v1	Xanthomonas campestris		YX						Complete Genome	2023-05-22		1							Oxford Nanopore PromethION; MGISEQ-2000	99.2	0.84
GCF_030062415.1	ASM3006241v1	Xanthomonas campestris		YX					GCF_030062415.1-RS_2024_05_12	Complete Genome	2023-05-22		1							Oxford Nanopore PromethION; MGISEQ-2000	99.2	0.84
GCA_028749585.1	ASM2874958v1	Xanthomonas campestris		5053					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	98.5	2.95
GCF_028749585.1	ASM2874958v1	Xanthomonas campestris		5053					GCF_028749585.1-RS_2024_09_01	Complete Genome	2023-02-21		1							PacBio Sequel	98.5	2.95
GCA_040194835.2	ASM4019483v2	Xanthomonas campestris		WHRI 10255					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-30		2							Illumina NovaSeq; Oxford Nanopore PromethION	97.59	1.44
GCF_040194835.2	ASM4019483v2	Xanthomonas campestris		WHRI 10255					GCF_040194835.2-RS_2024_08_31	Complete Genome	2024-08-31		2							Illumina NovaSeq; Oxford Nanopore PromethION	97.59	1.44
GCA_028750335.1	ASM2875033v1	Xanthomonas campestris		10-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	97.84	1.26
GCF_028750335.1	ASM2875033v1	Xanthomonas campestris		10-16					GCF_028750335.1-RS_2024_05_06	Complete Genome	2023-02-21		1							PacBio Sequel	97.84	1.26
GCA_030053635.1	ASM3005363v1	Xanthomonas campestris		GBBC 3139					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-05-21		1							Oxford Nanopore MinION	94.34	0.72
GCF_030053635.1	ASM3005363v1	Xanthomonas campestris		GBBC 3139					GCF_030053635.1-RS_2024_05_12	Complete Genome	2023-05-21		1							Oxford Nanopore MinION	94.34	0.72
GCA_028750135.1	ASM2875013v1	Xanthomonas campestris		3054					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		3							PacBio Sequel	97.98	2.34
GCF_028750135.1	ASM2875013v1	Xanthomonas campestris		3054					GCF_028750135.1-RS_2024_05_06	Complete Genome	2023-02-21		3							PacBio Sequel	97.98	2.34
GCA_000012105.1	ASM1210v1	Xanthomonas campestris pv. campestris str. 8004		8004					Annotation submitted by Chinese National HGC, Shanghai	Complete Genome	2005-05-25		1								98.5	0.8
GCF_000012105.1	ASM1210v1	Xanthomonas campestris pv. campestris str. 8004		8004					GCF_000012105.1-RS_2024_05_05	Complete Genome	2005-05-25		1								98.5	0.8
GCA_002776835.1	ASM277683v1	Xanthomonas campestris pv. campestris str. CN18		CN18						Complete Genome	2017-11-16		4							PacBio	99.26	3.03
GCF_002776835.1	ASM277683v1	Xanthomonas campestris pv. campestris str. CN18		CN18					GCF_002776835.1-RS_2024_05_05	Complete Genome	2017-11-16		4							PacBio	99.26	3.03
GCA_028749725.1	ASM2874972v1	Xanthomonas campestris pv. raphani		609					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	98.89	1.3
GCF_028749725.1	ASM2874972v1	Xanthomonas campestris pv. raphani		609					GCF_028749725.1-RS_2024_05_12	Complete Genome	2023-02-21		1							PacBio Sequel	98.89	1.3
GCA_028749685.1	ASM2874968v1	Xanthomonas campestris pv. raphani		719					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	98.93	1.19
GCF_028749685.1	ASM2874968v1	Xanthomonas campestris pv. raphani		719					GCF_028749685.1-RS_2024_05_06	Complete Genome	2023-02-21		1							PacBio Sequel	98.93	1.19
GCA_028749565.1	ASM2874956v1	Xanthomonas campestris pv. raphani		5055					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	98.89	0.89
GCF_028749565.1	ASM2874956v1	Xanthomonas campestris pv. raphani		5055					GCF_028749565.1-RS_2024_05_12	Complete Genome	2023-02-21		1							PacBio Sequel	98.89	0.89
GCA_028749745.1	ASM2874974v1	Xanthomonas campestris pv. raphani		576					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	98.89	0.89
GCF_028749745.1	ASM2874974v1	Xanthomonas campestris pv. raphani		576					GCF_028749745.1-RS_2024_05_12	Complete Genome	2023-02-21		1							PacBio Sequel	98.89	0.89
GCA_002776715.1	ASM277671v1	Xanthomonas campestris pv. campestris str. CN17		CN17						Complete Genome	2017-11-16		1							PacBio	99.04	2.14
GCF_002776715.1	ASM277671v1	Xanthomonas campestris pv. campestris str. CN17		CN17					GCF_002776715.1-RS_2024_04_03	Complete Genome	2017-11-16		1							PacBio	99.04	2.14
GCA_002776775.1	ASM277677v1	Xanthomonas campestris pv. campestris str. CN12		CN12						Complete Genome	2017-11-16		1							PacBio	98.58	1.21
GCF_002776775.1	ASM277677v1	Xanthomonas campestris pv. campestris str. CN12		CN12					GCF_002776775.1-RS_2024_05_05	Complete Genome	2017-11-16		1							PacBio	98.58	1.21
GCA_028750115.1	ASM2875011v1	Xanthomonas campestris pv. incanae		5057					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		2							PacBio Sequel	98.79	1.24
GCF_028750115.1	ASM2875011v1	Xanthomonas campestris pv. incanae		5057					GCF_028750115.1-RS_2024_05_12	Complete Genome	2023-02-21		2							PacBio Sequel	98.79	1.24
GCA_020813315.3	ASM2081331v3	Xanthomonas campestris pv. barbareae		NCPPB 983					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-09-03		1							Illumina NovaSeq; Oxford Nanopore MinION	98.32	1.09
GCF_020813315.3	ASM2081331v3	Xanthomonas campestris pv. barbareae		NCPPB 983					GCF_020813315.3-RS_2024_09_07	Complete Genome	2024-09-03		1							Illumina NovaSeq; Oxford Nanopore MinION	98.32	1.09
GCA_028750275.1	ASM2875027v1	Xanthomonas campestris pv. incanae		16-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	99.03	0.86
GCF_028750275.1	ASM2875027v1	Xanthomonas campestris pv. incanae		16-8					GCF_028750275.1-RS_2024_05_06	Complete Genome	2023-02-21		1							PacBio Sequel	99.03	0.86
GCA_002776735.1	ASM277673v1	Xanthomonas campestris pv. campestris str. CN03		CN03						Complete Genome	2017-11-16		2							PacBio	98.61	2.33
GCF_002776735.1	ASM277673v1	Xanthomonas campestris pv. campestris str. CN03		CN03					GCF_002776735.1-RS_2024_05_06	Complete Genome	2017-11-16		2							PacBio	98.61	2.33
GCA_000401735.2	ASM40173v2	Xanthomonas campestris pv. campestris str. CN14		CN14						Complete Genome	2017-11-16		2							PacBio	97.72	1.83
GCF_000401735.2	ASM40173v2	Xanthomonas campestris pv. campestris str. CN14		CN14					GCF_000401735.2-RS_2024_05_05	Complete Genome	2017-11-16		2							PacBio	97.72	1.83
GCA_000403575.2	ASM40357v2	Xanthomonas campestris pv. campestris str. CN15		CN15						Complete Genome	2017-11-16		3							PacBio	97.76	1.66
GCF_000403575.2	ASM40357v2	Xanthomonas campestris pv. campestris str. CN15		CN15					GCF_000403575.2-RS_2024_05_05	Complete Genome	2017-11-16		3							PacBio	97.76	1.66
GCA_028750055.1	ASM2875005v1	Xanthomonas campestris pv. incanae		8-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		2							PacBio Sequel	98.91	1.46
GCF_028750055.1	ASM2875005v1	Xanthomonas campestris pv. incanae		8-14					GCF_028750055.1-RS_2024_05_06	Complete Genome	2023-02-21		2							PacBio Sequel	98.91	1.46
GCA_028749605.1	ASM2874960v1	Xanthomonas campestris pv. incanae		CFBP1606					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		2							PacBio Sequel	97.77	1.44
GCF_028749605.1	ASM2874960v1	Xanthomonas campestris pv. incanae		CFBP1606					GCF_028749605.1-RS_2024_05_06	Complete Genome	2023-02-21		2							PacBio Sequel	97.77	1.44
GCA_040194535.2	ASM4019453v2	Xanthomonas campestris pv. armoraciae		WHRI 8093					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-30		1							Illumina NovaSeq; Oxford Nanopore PromethION	98.42	1.19
GCF_040194535.2	ASM4019453v2	Xanthomonas campestris pv. armoraciae		WHRI 8093					GCF_040194535.2-RS_2024_08_31	Complete Genome	2024-08-31		1							Illumina NovaSeq; Oxford Nanopore PromethION	98.42	1.19
GCA_020008105.1	ASM2000810v1	Xanthomonas campestris pv. incanae		18048					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-09-16		1							PacBio Sequel	99.02	0.85
GCF_020008105.1	ASM2000810v1	Xanthomonas campestris pv. incanae		18048					GCF_020008105.1-RS_2024_05_06	Complete Genome	2021-09-16		1							PacBio Sequel	99.02	0.85
GCA_028750095.1	ASM2875009v1	Xanthomonas campestris pv. incanae		4053					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		2							PacBio Sequel	98.97	1.49
GCF_028750095.1	ASM2875009v1	Xanthomonas campestris pv. incanae		4053					GCF_028750095.1-RS_2024_09_01	Complete Genome	2023-02-21		2							PacBio Sequel	98.97	1.49
GCA_028749645.1	ASM2874964v1	Xanthomonas campestris pv. incanae		CFBP1371					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		1							PacBio Sequel	98.49	1.4
GCF_028749645.1	ASM2874964v1	Xanthomonas campestris pv. incanae		CFBP1371					GCF_028749645.1-RS_2024_05_12	Complete Genome	2023-02-21		1							PacBio Sequel	98.49	1.4
GCA_000221965.1	ASM22196v1	Xanthomonas campestris pv. raphani 756C		756C					Annotation submitted by Center for Bioinformatics and Computational Biology	Complete Genome	2011-07-29		1								99.29	0.54
GCF_000221965.1	ASM22196v1	Xanthomonas campestris pv. raphani 756C		756C					GCF_000221965.1-RS_2024_05_05	Complete Genome	2011-07-29		1								99.29	0.54
GCA_028749665.1	ASM2874966v1	Xanthomonas campestris pv. incanae		CFBP6690					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-02-21		2							PacBio Sequel	98.3	1.63
GCF_028749665.1	ASM2874966v1	Xanthomonas campestris pv. incanae		CFBP6690					GCF_028749665.1-RS_2024_05_12	Complete Genome	2023-02-21		2							PacBio Sequel	98.3	1.63
GCA_006088895.1	ASM608889v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	98.94	0.8
GCF_006088895.1	ASM608889v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc1					GCF_006088895.1-RS_2024_05_06	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	98.94	0.8
GCA_006088915.1	ASM608891v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	98.94	1.1
GCF_006088915.1	ASM608891v1	Xanthomonas campestris pv. campestris		Xcc8004_Xcc2					GCF_006088915.1-RS_2024_05_06	Chromosome	2019-06-06		1							PacBio; Illumina HiSeq	98.94	1.1
GCA_023278345.1	ASM2327834v1	Xanthomonas campestris pv. campestris		GBBC 1073					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-05-09		1							Illumina MiniSeq	99.37	1.21
GCF_023278345.1	ASM2327834v1	Xanthomonas campestris pv. campestris		GBBC 1073					GCF_023278345.1-RS_2024_05_06	Chromosome	2022-05-09		1							Illumina MiniSeq	99.37	1.21
GCA_019170565.1	ASM1917056v1	Xanthomonas campestris pv. campestris		Xcc-C7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2021-07-08		1							PacBio	99.4	1.21
GCF_019170565.1	ASM1917056v1	Xanthomonas campestris pv. campestris		Xcc-C7					GCF_019170565.1-RS_2024_05_12	Chromosome	2021-07-08		1							PacBio	99.4	1.21
GCA_001293445.1	ASM129344v1	Xanthomonas campestris pv. campestris		17					Annotation submitted by National Tsing Hua University	Chromosome	2015-09-18		1								98.43	1.1
GCF_001293445.1	ASM129344v1	Xanthomonas campestris pv. campestris		17					GCF_001293445.1-RS_2024_05_05	Chromosome	2015-09-18		1								98.43	1.1
GCA_000589875.1	20120327	Xanthomonas campestris pv. campestris		CFBP 6865R						Chromosome	2014-04-04	AVDT01	4							Illumina HiSeq	98.34	1.76
GCF_000589875.1	20120327	Xanthomonas campestris pv. campestris		CFBP 6865R					GCF_000589875.1-RS_2024_05_06	Chromosome	2014-04-04	AVDT01	4							Illumina HiSeq	98.34	1.76
GCA_000590375.1	20120327	Xanthomonas campestris		CFBP 5825R						Chromosome	2014-04-04	ATNQ01	2							Illumina HiSeq	98.22	2.87
GCF_000590375.1	20120327	Xanthomonas campestris		CFBP 5825R					GCF_000590375.1-RS_2024_05_05	Chromosome	2014-04-04	ATNQ01	2							Illumina HiSeq	98.22	2.87
GCA_000590355.1	20120327	Xanthomonas campestris pv. raphani		CFBP 5828R						Chromosome	2014-04-04	ATNP01	2							Illumina HiSeq	99.22	1.19
GCF_000590355.1	20120327	Xanthomonas campestris pv. raphani		CFBP 5828R					GCF_000590355.1-RS_2024_05_05	Chromosome	2014-04-04	ATNP01	2							Illumina HiSeq	99.22	1.19
GCA_000403555.2	ASM40355v2	Xanthomonas campestris pv. campestris str. CN16		CN16						Chromosome	2017-11-16		13							PacBio	97.33	1.81
GCF_000403555.2	ASM40355v2	Xanthomonas campestris pv. campestris str. CN16		CN16					GCF_000403555.2-RS_2024_05_05	Chromosome	2017-11-16		13							PacBio	97.33	1.81
GCA_000590315.1	20120327	Xanthomonas campestris pv. incanae		CFBP 1606R						Chromosome	2014-04-04	ATNN01	1							Illumina HiSeq	97.65	1.34
GCF_000590315.1	20120327	Xanthomonas campestris pv. incanae		CFBP 1606R					GCF_000590315.1-RS_2024_05_05	Chromosome	2014-04-04	ATNN01	1							Illumina HiSeq	97.65	1.34
GCA_000590335.1	20120327	Xanthomonas campestris pv. incanae		CFBP 2527R						Chromosome	2014-04-04	ATNO01	1							Illumina HiSeq	98.22	1.4
GCF_000590335.1	20120327	Xanthomonas campestris pv. incanae		CFBP 2527R					GCF_000590335.1-RS_2024_05_05	Chromosome	2014-04-04	ATNO01	1							Illumina HiSeq	98.22	1.4
GCA_000590115.1	20121028	Xanthomonas campestris pv. campestris str. CN01		CN01						Chromosome	2014-04-04	AVDN01	6							Illumina HiSeq	99.27	0.84
GCF_000590115.1	20121028	Xanthomonas campestris pv. campestris str. CN01		CN01					GCF_000590115.1-RS_2024_05_06	Chromosome	2014-04-04	AVDN01	6							Illumina HiSeq	99.27	0.84
GCA_000590255.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 12824		CFBP 12824						Chromosome	2014-04-04	AVEW01	7							Illumina HiSeq	99.21	1.59
GCF_000590255.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 12824		CFBP 12824					GCF_000590255.1-RS_2024_05_12	Chromosome	2014-04-04	AVEW01	7							Illumina HiSeq	99.21	1.59
GCA_000590095.1	20121025	Xanthomonas campestris pv. campestris str. CFBP 1713		CFBP 1713						Chromosome	2014-04-04	AVDM01	5							Illumina HiSeq	98.33	1.02
GCF_000590095.1	20121025	Xanthomonas campestris pv. campestris str. CFBP 1713		CFBP 1713					GCF_000590095.1-RS_2024_09_15	Chromosome	2014-04-04	AVDM01	5							Illumina HiSeq	98.33	1.02
GCA_000590275.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 1124		CFBP 1124						Chromosome	2014-04-04	AVEV01	8							Illumina HiSeq	99.13	1.13
GCF_000590275.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 1124		CFBP 1124					GCF_000590275.1-RS_2024_09_15	Chromosome	2014-04-04	AVEV01	8							Illumina HiSeq	99.13	1.13
GCA_000589915.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 1869		CFBP 1869						Chromosome	2014-04-04	AVDD01	5							Illumina HiSeq	99.42	0.84
GCF_000589915.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 1869		CFBP 1869					GCF_000589915.1-RS_2024_09_15	Chromosome	2014-04-04	AVDD01	5							Illumina HiSeq	99.42	0.84
GCA_000590075.1	20130205	Xanthomonas campestris pv. campestris str. CFBP 5817		CFBP 5817						Chromosome	2014-04-04	AVDL01	12							Illumina HiSeq	99.24	1.78
GCF_000590075.1	20130205	Xanthomonas campestris pv. campestris str. CFBP 5817		CFBP 5817					GCF_000590075.1-RS_2024_09_15	Chromosome	2014-04-04	AVDL01	12							Illumina HiSeq	99.24	1.78
GCA_000590195.1	20121031	Xanthomonas campestris pv. campestris str. CN10		CN10						Chromosome	2014-04-04	AVDR01	5							Illumina HiSeq	99.02	1.76
GCF_000590195.1	20121031	Xanthomonas campestris pv. campestris str. CN10		CN10					GCF_000590195.1-RS_2024_05_12	Chromosome	2014-04-04	AVDR01	5							Illumina HiSeq	99.02	1.76
GCA_000589975.1	20120413	Xanthomonas campestris pv. campestris str. CFBP 5130		CFBP 5130						Chromosome	2014-04-04	AVDG01	5							Illumina HiSeq	99.3	0.9
GCF_000589975.1	20120413	Xanthomonas campestris pv. campestris str. CFBP 5130		CFBP 5130					GCF_000589975.1-RS_2024_09_15	Chromosome	2014-04-04	AVDG01	5							Illumina HiSeq	99.3	0.9
GCA_000589955.1	20120413	Xanthomonas campestris pv. campestris str. CFBP 4955		CFBP 4955						Chromosome	2014-04-04	AVDF01	8							Illumina HiSeq	98.44	1.73
GCF_000589955.1	20120413	Xanthomonas campestris pv. campestris str. CFBP 4955		CFBP 4955					GCF_000589955.1-RS_2024_09_15	Chromosome	2014-04-04	AVDF01	8							Illumina HiSeq	98.44	1.73
GCA_000590295.1	20120411	Xanthomonas campestris pv. campestris str. 147		147						Chromosome	2014-04-04	AVEU01	8							Illumina HiSeq	99.42	1.24
GCF_000590295.1	20120411	Xanthomonas campestris pv. campestris str. 147		147					GCF_000590295.1-RS_2024_05_12	Chromosome	2014-04-04	AVEU01	8							Illumina HiSeq	99.42	1.24
GCA_000589895.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 1712		CFBP 1712						Chromosome	2014-04-04	AVDC01	5							Illumina HiSeq	98.16	1.02
GCF_000589895.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 1712		CFBP 1712					GCF_000589895.1-RS_2024_09_15	Chromosome	2014-04-04	AVDC01	5							Illumina HiSeq	98.16	1.02
GCA_000589935.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 4954		CFBP 4954						Chromosome	2014-04-04	AVDE01	11							Illumina HiSeq	98.4	1.95
GCF_000589935.1	20120412	Xanthomonas campestris pv. campestris str. CFBP 4954		CFBP 4954					GCF_000589935.1-RS_2024_09_15	Chromosome	2014-04-04	AVDE01	11							Illumina HiSeq	98.4	1.95
GCA_000589995.1	20120413	Xanthomonas campestris pv. campestris str. CFBP 5683		CFBP 5683						Chromosome	2014-04-04	AVDH01	5							Illumina HiSeq	97.99	1.05
GCF_000589995.1	20120413	Xanthomonas campestris pv. campestris str. CFBP 5683		CFBP 5683					GCF_000589995.1-RS_2024_09_15	Chromosome	2014-04-04	AVDH01	5							Illumina HiSeq	97.99	1.05
GCA_020813135.1	ASM2081313v1	Xanthomonas campestris pv. campestris		NCPPB 528					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-09	JAJFNA01								Illumina NovaSeq	98.67	0.8
